df_test.url_id,predicted,
608,2108.601904,3300
613,4559.141818,5100
619,1829.733371,1200
621,2828.722636,5000
622,2226.904378,2100
626,5686.26939,4200
629,1344.339816,592
630,1551.254659,2600
634,3742.391242,2300
635,1647.508746,1700
640,950.5835147,671
647,3756.482172,1600
662,3111.904254,5700
674,1108.85657,721
675,1857.14533,2700
678,2305.226485,2200
681,1276.831936,2100
683,4752.701134,1300
693,3151.906564,1500
699,4487.563233,1200
702,1661.659844,1200
708,3484.698384,1900
712,3856.684645,3200
713,1717.498625,3100
714,3855.309016,2400
717,3461.532596,3500
718,4281.122476,2800
719,2414.697829,7800
721,4180.319173,2000
729,3461.542644,3500
736,1055.424228,1300
737,3665.761195,2800
738,6004.219655,2000
744,5713.443804,827
747,3767.705667,764
748,2383.616719,1100
750,3198.827494,2900
755,2892.461779,2200
759,2694.397679,863
770,1875.304935,1300
776,3253.261358,1100
778,4556.771617,1100
787,2309.06236,872
789,2152.776304,657
790,3520.709567,1100
791,3812.531562,2800
810,2981.488652,936
815,1856.064841,925
816,2367.463162,11900
823,1548.696456,1200
824,1710.704481,6000
825,2677.666497,1300
828,3250.385837,583
829,1404.018641,1200
833,1193.231445,1200
834,2303.599606,751
840,1608.801622,589
841,3292.593921,1100
842,4593.438529,473
845,3740.786008,1500
849,2353.454069,1100
854,4202.671469,1900
856,3076.786619,503
859,1712.817312,522
861,3516.589726,1500
862,1867.447811,2000
864,2033.319399,5500
865,3706.655296,1200
867,2191.176282,823
871,2072.213763,1900
875,1565.035037,1200
877,3660.108701,300
880,2282.611915,1500
882,1586.118014,1000
885,2425.489444,1000
894,3918.27589,2500
897,1675.162067,864
899,1815.073128,910
903,1954.164674,1400
907,1430.651863,909
909,2884.318007,2100
913,4733.916802,2100
915,4538.80362,2600
925,2269.170833,1200
928,1365.324192,1200
930,4881.39466,1000
931,4516.74611,8200
934,2803.574795,1800
940,2294.606831,799
941,3549.169317,445
942,2857.598282,837
943,5943.643027,978
947,3626.983721,929
948,2114.140598,1200
956,5869.981151,740
961,2595.730971,518
965,964.4250934,1900
966,1959.222272,886
969,3049.569111,3900
970,1521.562799,39200
976,1308.620827,1800
977,2056.391677,555
979,2310.982408,447
983,3877.187171,1900
984,2218.963657,902
985,2923.516941,1100
988,3679.3374,9500
989,1934.267353,1300
995,2968.817151,4000
996,1928.359284,785
1000,2017.606025,3800
1008,1629.562094,3400
1015,4253.259718,400
1018,1402.333121,2200
1019,2484.68851,3300
1035,1689.884291,2500
1044,1811.989051,606
1049,2583.576127,763
1054,2497.892857,3200
1056,1624.816704,1400
1058,2491.704888,4800
1061,1890.696831,3400
1064,3130.762882,4300
1065,2989.084777,1500
1067,2761.424367,614
1071,2432.052094,3100
1073,4754.524994,928
1074,5265.023348,4100
1078,3002.85693,2100
1086,4083.449958,1200
1090,1556.876636,475
1095,1334.434655,1200
1096,2578.198112,3200
1101,2147.719275,535
1102,3052.514193,1300
1106,2052.017854,1300
1110,3068.031039,8000
1113,1851.24462,1100
1114,2339.899525,1600
1115,3149.325808,1300
1116,2462.773685,10800
1120,5927.417449,2900
1123,4605.377389,4900
1136,4419.527459,2400
1138,4259.595178,5900
1142,5506.312478,2400
1143,3326.261635,3000
1145,2582.49394,8200
1146,4742.972118,2200
1149,3245.711174,1500
1152,2244.8972,5900
1154,3417.109673,1300
1155,3303.773962,6100
1156,2231.597007,1400
1166,5329.929426,1200
1170,2234.563154,1600
1174,2516.875335,2500
1177,5278.411339,1800
1179,2278.812572,8100
1183,1438.172895,565
1184,2875.706658,2400
1186,2077.05087,1100
1187,3581.072441,1200
1190,4286.518446,3000
1192,3255.781572,6700
1200,5049.313341,1700
1207,3318.707034,7100
1208,2506.70085,294
1209,3060.646215,349
1211,3745.405945,507
1212,1596.847746,542
1219,2914.07433,907
1225,4075.507255,559
1232,3845.836301,953
1245,4408.776259,1200
1246,5076.954941,4300
1252,2586.329824,1000
1253,3594.85772,1600
1255,2220.609735,510
1257,1883.483024,2700
1260,2579.186701,3100
1265,4229.663345,1400
1266,2027.751276,2100
1269,4021.022948,3000
1275,512.3985833,532
1278,3681.749113,1300
1284,2472.982071,792
1285,2394.727151,467
1286,1054.644625,1900
1289,2341.787922,686
1290,3267.601515,3000
1293,3840.704675,717
1296,3097.721641,779
1298,1915.101495,1500
1304,4104.052878,1600
1310,2455.245688,1500
1320,2940.279088,6300
1328,2022.691885,2200
1340,1388.906135,659
1342,2744.526722,2100
1347,3779.346815,2400
1353,5367.138444,1200
1361,1318.839603,707
1362,2411.372157,1200
1365,3088.001471,1200
1374,2326.920672,912
1376,2835.702163,1000
1386,1070.962626,2400
1388,1835.680962,758
1392,1875.227499,69100
1398,2369.889654,511
1401,2196.742731,1500
1404,1880.837853,1800
1405,2054.247304,2400
1406,4566.859151,4500
1413,5906.454325,16800
1423,1902.03894,386
1427,2074.465205,440
1429,4528.529443,857
1435,1469.809343,1100
1437,2880.399299,340
1439,1578.392026,907
1444,3921.60928,2100
1447,2320.093353,1900
1448,1962.142619,2700
1458,1896.345356,693
1460,3293.43581,3100
1465,2615.301842,2300
1466,4536.733327,1600
1472,1673.132158,919
1475,1797.834759,1000
1476,4328.055192,853
1480,3925.483691,1000
1483,3798.296,676
1484,4587.636592,991
1498,2043.683937,1400
1504,2035.696536,7000
1506,2545.948375,683
1507,3787.721778,1300
1509,68.03037539,40100
1510,3247.273199,3900
1511,2314.184723,1200
1517,3131.110136,3400
1519,1391.595982,1100
1521,3583.553939,1600
1522,2324.219853,835
1524,1326.998739,900
1526,1500.468434,676
1532,833.1552658,1800
1544,4033.968338,3200
1550,4966.768943,1600
1557,3504.217233,1100
1559,4628.383758,7400
1560,4869.99097,1300
1561,3613.368744,697
1562,2686.544591,1300
1565,2461.430842,1100
1566,3149.351815,1100
1569,2543.444636,681
1573,3663.993368,655
1578,2900.192648,9700
1579,2420.656122,786
1581,3745.469342,8900
1590,3623.599961,2500
1591,1856.180502,498
1595,2640.936561,820
1596,3647.411228,1300
1599,1695.159541,1100
1600,3733.534712,1800
1602,3357.045993,1600
1604,4121.48299,992
1606,3991.421199,1200
1607,2030.486486,623
1608,3421.871035,760
1610,2578.06312,710
1612,3674.145929,1300
1619,2498.107361,1100
1626,2833.635254,3900
1627,3493.92264,1300
1628,3139.556408,7400
1638,2227.409428,601
1645,4112.446588,4500
1650,3061.20797,5800
1653,4132.652721,2100
1655,3073.934522,2100
1663,5161.390831,1100
1664,3697.891354,1600
1665,3394.605448,3800
1668,2189.50926,1400
1675,1385.446005,564
1676,3505.430627,1500
1678,3129.552366,494
1680,2397.283257,2400
1684,3011.45326,1600
1685,1907.593528,1400
1687,3062.210109,8700
1691,3156.858663,6000
1695,1330.334117,3300
1699,3946.690495,2800
1700,3992.200821,4200
1701,3773.425127,2300
1705,3547.179092,482
1706,2824.768068,857
1708,3210.283477,4600
1710,1450.275951,571
1719,2522.528837,1300
1720,4968.221395,1700
1725,2421.208374,1300
1733,3253.255891,1500
1737,2280.373282,1800
1742,3481.915223,1800
1748,2576.049188,1000
1750,1387.200968,1300
1755,3599.35937,8300
1756,2506.527259,1500
1759,5849.802646,1000
1761,4186.435103,1200
1765,3007.684712,1200
1767,3838.218488,2800
1769,4570.773389,2600
1771,1075.329972,18100
1778,3976.552852,3400
1780,1974.59363,1300
1781,2308.325302,1900
1787,4072.751246,3200
1790,3589.924846,8500
1793,877.95565,348
1795,2843.011744,6500
1798,3599.28429,766
1799,3278.48681,797
1802,1466.505966,3900
1807,2726.557705,1400
1811,3711.533072,1400
1815,2137.616623,1300
1821,3140.574333,2900
1822,3319.239863,1100
1823,3699.344996,13900
1825,1461.364827,1600
1829,1552.968364,1000
1839,3424.371841,2000
1841,3357.002437,4400
1842,2595.664056,3400
1850,1140.141843,635
1851,3446.064176,1300
1853,1346.152516,1700
1860,2402.751166,366
1868,2009.290721,2300
1869,1111.005284,303
1874,3213.448478,1200
1875,2018.8549,827
1883,2369.142703,30400
1884,3620.214854,2200
1887,3084.831144,3900
1897,4931.485575,6600
1898,2668.096493,2100
1902,4133.60349,1600
1904,884.8790916,1600
1905,3376.988571,654
1906,3043.021603,1300
1908,2670.793733,1800
1912,2604.363554,2000
1915,3696.259718,430
1916,2766.664509,4500
1917,4373.976436,4600
1923,2960.730335,1100
1928,4131.900936,6600
1929,3306.943348,790
1930,2112.063637,1100
1931,2501.375623,1500
1941,1252.119872,2600
1947,2821.430304,2600
1953,4082.776801,1400
1959,3227.77301,1400
1963,4089.373096,7300
1965,3560.170073,1800
1967,3619.127029,4500
1969,2721.305381,1200
1970,4571.065479,5200
1971,3023.927867,1300
1979,2291.912453,1200
1981,3511.381072,2600
1983,2782.490205,1400
1984,3917.368936,1900
1985,1553.879579,1000
1988,4025.588616,6100
1991,4087.53971,2900
1992,3722.438214,1500
1999,3814.863734,902
2006,4041.382013,4200
2007,3273.947885,2900
2010,2273.36129,382
2013,3674.482605,2200
2022,3437.168412,2100
2023,2470.262766,9300
2024,4372.019642,1800
2027,3563.30158,1500
2028,2665.508724,1000
2032,3001.197382,1300
2037,2388.899945,27400
2038,4712.182256,2100
2045,2562.245321,1300
2049,2655.046498,737
2053,1736.662672,1000
2055,2145.650504,5800
2059,2170.107455,1200
2061,1818.829149,811
2064,2257.269331,791
2065,1437.54896,1100
2070,3287.077236,2100
2073,5411.540244,1000
2074,1701.723234,992
2086,2088.817673,1100
2087,3349.593517,419
2092,2962.685134,2700
2096,3834.673652,505
2100,2757.13957,1800
2107,4846.592865,16600
2113,2363.351502,696
2115,2455.38161,626
2116,2444.554304,1800
2117,1099.243836,596
2119,1840.86551,402
2120,765.0895899,1700
2124,3768.393229,426
2125,4250.694478,1100
2128,6479.931447,1700
2135,2899.218245,1700
2136,3239.03901,741
2137,2692.912824,626
2143,5510.640166,66900
2144,3581.66225,4300
2145,4209.488425,3800
2150,6853.523545,1600
2154,2282.022431,612
2155,5867.343512,9200
2156,3924.296601,4400
2160,4328.329133,1000
2161,3153.01115,1700
2164,4327.555328,67500
2166,1613.254133,526
2167,1316.490847,15600
2174,4233.736355,1200
2175,3111.710681,1700
2176,6246.917389,7400
2178,5444.894154,1400
2179,3454.538718,2900
2183,4201.442817,1200
2184,3215.549665,858
2189,4109.84077,3000
2192,4754.12899,10300
2197,4705.829767,1000
2200,1958.605332,736
2206,6696.100742,2200
2208,1336.448137,802
2212,1831.221677,1800
2218,2930.554052,989
2219,3621.677742,602
2226,2426.474058,742
2229,5016.892752,1400
2234,2533.396859,1200
2237,3141.441184,2100
2242,2576.698696,1500
2243,2875.991511,6500
2247,2790.681181,413
2250,1711.394436,7600
2255,4836.676335,3200
2260,1768.503064,1400
2261,3589.905455,1400
2271,2076.343395,774
2273,3495.763314,1000
2280,2015.490688,375
2282,2790.675088,972
2285,2462.194097,969
2287,4527.380028,16800
2288,4432.369672,1200
2295,3409.06175,438
2303,3075.998085,8600
2307,4075.462018,4000
2308,4724.429701,510
2317,5444.451491,1000
2322,5352.170765,19200
2325,1344.186304,4900
2327,3085.578611,1800
2330,2052.541126,4800
2333,1994.298321,1200
2338,2879.362518,4800
2343,3101.431473,634
2348,3828.417267,1100
2358,1294.25095,4300
2362,4118.547377,5500
2364,2891.389651,1500
2365,4053.742222,1200
2370,1738.6198,1700
2372,3695.947282,1600
2377,4276.604645,2200
2380,4581.817775,3200
2382,3451.015825,2400
2383,3771.554549,1300
2387,5867.563226,4600
2391,4223.464782,6400
2392,4231.096918,2400
2397,5155.971787,5800
2398,3039.044013,933
2399,3075.192544,4000
2404,3637.005125,3000
2405,2982.756893,2700
2407,4708.154863,2100
2408,4886.503554,917
2415,5295.304844,6400
2419,3841.769136,962
2420,4718.844014,1000
2423,4659.434717,3000
2424,3816.739144,1800
2430,4078.351245,1700
2431,3162.502706,887
2443,5953.089061,23700
2444,5175.524367,5700
2445,3557.763,5800
2449,4550.03908,1600
2452,3983.471359,42700
2461,1510.876433,899
2463,3541.947676,1800
2472,2255.598628,1300
2473,1677.408911,568
2475,1598.878618,775
2481,4633.245847,2500
2491,1991.148162,1300
2494,2825.878939,1300
2496,3725.349967,1800
2497,3229.145064,1300
2498,1966.138646,1400
2499,2042.959683,1900
2504,4133.296136,680
2516,4366.66878,1200
2519,2363.5358,1100
2521,1881.65439,1900
2523,4256.267479,10100
2525,3768.394549,12500
2530,3854.761412,1600
2531,4131.746595,2500
2533,3669.616454,2200
2543,3627.243887,1500
2547,2695.805109,578
2548,1479.889611,1400
2552,4545.975375,2000
2553,4499.206863,2500
2558,3950.378524,5100
2561,3137.954393,2400
2565,4547.999786,639
2576,3478.037008,1400
2577,3820.609368,591
2578,4912.047343,3600
2579,2263.310428,997
2583,4334.666383,1400
2587,3837.100244,1300
2589,3501.83982,16200
2603,4655.23109,4700
2606,4165.502104,1700
2607,4111.836965,506
2612,3413.486158,3000
2619,2180.302039,1700
2620,3190.294597,2300
2621,1757.828269,555
2623,3948.026725,3700
2624,2997.578306,2200
2628,4263.391176,1200
2632,4170.839821,18000
2635,4855.133118,14400
2644,597.452025,851
2649,2465.272118,1600
2650,3161.685988,916
2654,5099.238419,989
2657,1150.145206,840
2659,1669.595562,80400
2662,2564.622619,2200
2664,6307.324307,748
2669,2801.095355,2900
2670,3650.583465,1100
2671,4243.471653,1200
2672,2855.680851,511
2674,3900.414631,2000
2675,3905.760679,3000
2679,3223.058124,1900
2681,1375.69643,1200
2683,5281.285025,482
2686,3289.648216,612
2687,4765.948585,1200
2692,3417.322021,3400
2694,2863.930133,602
2695,4124.044615,3200
2697,2215.102324,532
2699,2964.481401,719
2703,2713.645264,2300
2712,2127.430248,4600
2713,3931.958065,825
2714,2113.582642,10600
2717,3447.031964,2200
2728,5119.711126,4700
2733,3283.136255,4900
2741,2256.29427,7200
2743,2653.187582,3100
2749,2950.34278,680
2758,3060.471333,3200
2764,6425.062389,1000
2769,3301.210105,1200
2770,3960.567078,3500
2772,2684.169936,982
2773,4537.081518,1800
2776,4032.88881,455
2778,4966.664922,2400
2783,3618.644442,3300
2786,3965.237484,5100
2787,4208.399625,2000
2791,2885.274953,1000
2794,4065.146784,1600
2796,2660.846931,1100
2797,6199.006442,2400
2798,2338.56691,1700
2805,3017.038323,2200
2810,2733.493424,2800
2817,2611.851452,429
2820,4357.82231,9100
2823,5271.062905,1400
2824,4344.459972,1300
2826,2582.808844,854
2827,3477.406448,1100
2835,5190.304501,13900
2836,2397.0581,711
2838,3609.946816,812
2845,3685.488423,6500
2849,2376.412363,410
2853,3876.59034,1200
2855,4708.163259,2000
2856,4497.566254,1700
2864,3063.433671,1600
2871,3035.281502,1500
2873,3137.23614,2000
2878,832.7053145,416
2882,3213.635153,1400
2883,3573.339665,753
2884,1268.056398,566
2895,5566.293483,731
2896,2133.849588,754
2898,1924.198055,8400
2899,4172.014007,3300
2903,1862.335853,2800
2907,2341.034522,1100
2916,4180.775504,4100
2918,653.1197498,451
2920,4419.435585,3200
2923,3896.328519,2100
2926,4006.810643,31300
2931,2184.837444,2000
2933,894.4073947,674
2940,3800.2518,13600
2942,3870.073135,736
2951,3704.360137,1400
2955,2651.204012,1900
2957,3247.603728,2600
2961,2397.641942,1700
2968,4932.405048,1800
2969,1687.36579,1300
2972,5216.593217,704
2975,2867.220105,1300
2979,1139.809102,948
2981,2118.067397,2200
2985,2818.677274,2000
2986,4047.450085,912
2992,3863.638934,1600
2995,3122.382568,1200
2997,3933.568,2700
3000,2944.32015,937
3006,3444.847321,2400
3007,2853.299876,4000
3008,4553.420751,707
3009,3708.312177,1000
3011,1794.708545,654
3016,2497.808974,2100
3023,666.8102341,1100
3026,2084.813478,1400
3029,2730.547291,1700
3032,2011.750512,6100
3040,3434.397408,612
3042,1896.669734,947
3043,4704.005857,2400
3047,1883.514107,726
3049,4208.593244,3200
3052,2953.655928,630
3056,3344.635031,1400
3057,4018.353585,675
3058,4780.847034,1100
3062,2488.449422,1200
3063,1292.639066,1400
3064,1652.832593,698
3066,4618.081228,915
3071,4573.502405,4700
3073,2570.309378,3200
3075,2527.63434,1500
3080,3010.245027,1100
3086,2583.054866,719
3087,3183.863814,541
3094,5598.150461,1600
3096,3592.348638,5000
3098,4045.853545,2100
3103,3617.54191,3500
3105,4351.094833,522
3116,1759.223437,793
3118,3201.697608,8200
3120,3490.485661,2800
3124,2511.231028,4300
3126,4357.753708,676
3127,2228.394623,2200
3131,5080.578215,3100
3132,2600.804573,35100
3136,4081.887929,13300
3137,2341.787713,2300
3138,4347.029186,10700
3141,3776.232017,2800
3149,3683.78198,1300
3151,3694.429583,2400
3153,4443.130119,14500
3157,3483.764709,2500
3158,4833.35423,1300
3161,3793.960731,1600
3165,5241.113868,4100
3169,24561.7224,4200
3178,5741.618199,1300
3180,6946.625693,2700
3181,3384.328831,2100
3194,4429.656499,966
3195,2218.700729,456
3199,3620.455678,3200
3200,2772.654019,2300
3201,3339.959333,620
3203,3687.756452,2700
3207,3710.672381,1100
3208,5256.721132,2400
3215,5016.081408,1400
3216,5270.967152,2800
3217,4107.249294,27300
3224,3314.06092,902
3230,2339.049785,384
3232,4124.085307,1900
3237,3067.783616,1800
3239,3621.954887,962
3241,4277.698569,1200
3244,2755.071251,1000
3251,1244.633451,1500
3254,4140.567031,2500
3260,2713.852642,1400
3268,3277.095346,482
3271,2513.724521,2100
3276,2996.863123,1800
3281,5308.352141,3400
3284,2569.04547,1000
3291,2675.517698,2800
3292,4106.105894,741
3296,2164.414987,790
3297,3010.054085,2300
3300,2554.715944,1800
3301,2997.127972,994
3305,5731.368961,1900
3310,4418.762657,2000
3313,3071.927905,8500
3314,2800.692406,880
3316,4960.401108,1100
3318,4645.181805,11100
3323,2778.358161,10100
3326,2549.988743,873
3331,3273.788457,2200
3334,4642.429177,5700
3338,5707.953382,6900
3340,5744.003818,1100
3344,3869.950453,5800
3345,3256.945635,2900
3351,2256.67325,1500
3363,3318.196673,1200
3372,2850.45957,3100
3376,3699.535237,1600
3377,2791.058057,2900
3379,2580.905213,2200
3381,5113.088441,1900
3382,2194.797967,1200
3383,3817.354082,1000
3391,3789.887274,1700
3392,3660.93471,4000
3395,4271.838268,2400
3404,3911.606563,6400
3407,3724.098137,1400
3408,3032.650295,3100
3415,4514.08666,9400
3421,2558.680789,1300
3423,3863.074229,1400
3426,2275.10289,2500
3432,4813.984979,1900
3437,2987.757047,3200
3441,4599.749812,2100
3443,4620.033852,1400
3444,2679.491889,2400
3446,2937.716857,9600
3450,2725.220297,2600
3454,3804.878325,987
3455,2549.353328,3000
3456,6008.949146,5300
3457,3999.495078,1300
3459,3704.138256,1900
3461,2644.823524,2000
3462,2976.077445,3100
3465,4526.263564,2300
3466,2271.582713,2200
3472,5078.579402,997
3474,4128.219935,4400
3478,4021.583695,3400
3483,3817.075261,1600
3484,3018.535371,1400
3486,3022.966081,1100
3487,5782.891963,3400
3490,4070.398193,1800
3491,3382.767582,902
3492,2655.128698,3700
3497,4060.814445,976
3501,5579.525767,1100
3503,3250.498872,1400
3504,3936.932893,2900
3507,5448.946674,2500
3511,3731.213645,1100
3513,4974.898368,6500
3521,4246.768362,2000
3530,4495.189566,1600
3531,7310.792913,7400
3533,7230.403985,4300
3534,4744.70534,1300
3547,6198.130597,2100
3549,4000.840163,1400
3555,2238.414382,2700
3556,8130.464097,2100
3557,4301.391886,1200
3559,2084.900197,1600
3566,4133.665842,894
3573,6609.076034,2000
3574,4203.916223,5000
3577,3548.276997,3300
3578,4696.364008,9300
3579,2822.378238,1600
3585,4626.728976,3100
3589,4541.210368,2300
3593,4487.824907,1900
3602,3506.309579,1600
3612,5948.97089,1300
3613,2965.830326,2100
3616,3033.631395,2300
3620,5744.550412,1200
3621,3712.393807,3400
3626,4324.729278,8700
3629,3374.794725,9400
3636,2323.01685,1000
3639,2132.686057,1100
3643,3109.320486,720
3646,2297.277204,807
3648,4554.500073,5000
3649,6650.378883,10600
3651,3509.516805,2500
3653,4124.510962,2400
3655,2951.892471,1400
3658,3480.855441,800
3659,2949.541189,2900
3664,4413.011563,2900
3671,4662.005427,929
3676,2803.914325,4100
3678,3503.248619,983
3679,2521.677329,2400
3681,6009.982322,939
3683,4207.691032,829
3699,2505.383794,6000
3700,3289.762488,1200
3701,4976.671924,1300
3705,3930.754499,2200
3709,2587.472184,3500
3712,1429.194278,944
3715,3001.697197,6300
3717,3531.006485,4400
3723,3429.101507,2900
3724,3249.624463,2200
3730,4280.810283,1200
3739,4621.433452,4100
3743,3622.747797,2000
3745,3099.51835,1300
3747,6268.225347,792
3749,3278.258354,1900
3755,4026.873574,3100
3756,6756.045193,1400
3759,5922.291658,720
3761,7528.243679,23600
3765,4028.640842,1600
3770,3195.527632,1000
3778,2106.14482,11500
3785,1767.923742,956
3788,3499.696587,833
3789,2019.370832,6900
3791,3061.829794,836
3797,5258.241114,1900
3801,7318.288698,1600
3802,4242.786058,8000
3805,3110.113744,895
3806,5347.309367,5200
3811,2862.589758,1600
3813,3309.318733,1600
3818,4938.467866,1000
3822,3013.857387,2800
3826,4945.279723,7100
3828,4578.293538,1800
3832,4433.956442,2800
3833,3039.845258,1200
3844,3742.29125,911
3846,2769.793828,1700
3847,378.9074877,7300
3851,2462.549118,3700
3855,2122.794797,2200
3858,2818.942563,2400
3860,8192.662048,2700
3862,1911.638947,4200
3863,2083.306472,941
3873,2330.161444,843
3877,1422.327886,901
3879,12949.96012,1500
3882,3547.194166,985
3884,4811.831022,1100
3889,2717.543205,1400
3890,4051.903836,2600
3891,2986.685835,2000
3893,3446.386515,6300
3896,3217.889059,990
3897,6398.346464,2500
3900,3818.720897,1500
3903,2258.772609,1300
3907,4481.245414,1500
3914,5337.891771,2000
3917,4094.55468,3500
3930,7184.083259,1800
3932,3892.425382,7600
3933,4808.109471,2100
3934,3927.795748,1800
3935,2289.712559,4500
3937,4431.646473,1300
3942,5401.82271,4200
3944,5119.100935,3300
3946,3735.98499,5000
3949,4498.262511,22300
3955,2916.603122,943
3961,7212.168814,7700
3964,4573.104389,1100
3965,3280.802417,1800
3968,4022.686809,3400
3971,5391.043207,889
3974,2826.628874,922
3975,5154.638942,7300
3980,5334.460135,5700
3986,3532.006998,774
3988,5804.450673,650
3989,7641.216158,1700
3993,2623.033997,1200
3994,4424.349554,1300
3995,4658.819991,1400
3997,3259.40443,892
3998,3674.967503,1400
4002,2331.051847,1200
4003,1810.172668,4200
4009,4683.954594,2200
4011,6500.173908,7900
4030,3712.657191,2100
4036,3027.224259,1100
4037,3076.378318,2300
4039,2729.812086,1900
4050,3541.332892,5200
4061,5311.295427,4500
4063,3390.610203,1100
4064,5154.822349,1000
4070,4400.074133,1100
4071,4131.803615,1700
4075,4068.827822,1500
4088,4138.15937,3800
4089,5894.06082,3000
4093,2442.5242,18300
4099,5705.632057,2000
4103,2869.178023,1400
4122,2865.014357,1900
4126,3483.912342,1100
4129,6864.967651,3500
4137,3525.464388,965
4138,4875.009852,11000
4140,3232.61821,2100
4143,3717.552137,667
4147,3177.684221,3600
4150,2983.749686,6200
4159,6654.155306,2300
4163,4088.576023,4700
4171,6716.600387,1200
4172,3776.441344,954
4179,2223.144816,574
4180,4598.903486,1200
4181,3143.019127,1200
4183,3204.912274,1500
4185,4405.729552,2900
4188,5243.611864,1500
4189,3106.663902,1600
4197,2273.517691,1200
4200,2423.584654,1100
4203,3566.89676,2300
4207,2974.937833,2300
4208,3162.934794,1400
4210,3523.352797,2000
4214,6853.441049,1400
4220,5501.187894,1200
4224,4223.665802,12100
4225,3567.249928,3200
4228,2985.450991,6200
4229,2467.365742,1300
4238,5057.111867,4500
4245,2614.909307,1200
4247,3179.8572,1400
4254,2647.896347,991
4255,8169.583512,1900
4260,4209.794792,1500
4265,3906.860626,2700
4267,4850.574489,3700
4268,4021.200679,2400
4271,6407.271384,2200
4273,5142.161656,6900
4275,6793.955358,3400
4280,4508.418878,2200
4281,4284.804768,1000
4289,5564.990714,3600
4294,5182.643317,2000
4296,4201.128528,4700
4305,5893.321253,5500
4306,6835.019257,2800
4318,5449.230598,16300
4323,3788.336021,984
4330,4631.441963,1200
4335,2304.054294,838
4339,2710.854071,2000
