df_test.url_id,birthwtPred,predicted
1437,2723.110419,340
1439,2723.110419,907
1444,2723.110419,2100
1447,2723.110419,1900
1448,2723.110419,2700
1458,2723.110419,693
1460,2723.110419,3100
1465,2723.110419,2300
1466,2723.110419,1600
1472,2723.110419,919
1475,2723.110419,1000
1476,2723.110419,853
1480,2723.110419,1000
1483,2723.110419,676
1484,5677.88078,991
1498,2723.110419,1400
1504,2723.110419,7000
1506,2723.110419,683
1507,2723.110419,1300
1509,2723.110419,40100
1510,2723.110419,3900
1511,2723.110419,1200
1517,2723.110419,3400
1519,2723.110419,1100
1521,2723.110419,1600
1522,2723.110419,835
1524,2723.110419,900
1526,2723.110419,676
1532,2723.110419,1800
1544,2723.110419,3200
1550,2723.110419,1600
1557,2723.110419,1100
1559,2723.110419,7400
1560,2723.110419,1300
1561,2723.110419,697
1562,2723.110419,1300
1565,2723.110419,1100
1566,2723.110419,1100
1569,2723.110419,681
1573,2723.110419,655
1578,2723.110419,9700
1579,2723.110419,786
1581,2723.110419,8900
1590,2723.110419,2500
1591,2723.110419,498
1595,2723.110419,820
1596,2723.110419,1300
1599,2723.110419,1100
1600,2723.110419,1800
1602,2723.110419,1600
1604,2723.110419,992
1606,2723.110419,1200
1607,2723.110419,623
1608,2723.110419,760
1610,2723.110419,710
1612,2723.110419,1300
1619,2723.110419,1100
1626,2723.110419,3900
1627,2723.110419,1300
1628,2723.110419,7400
1638,2723.110419,601
1645,2723.110419,4500
1650,2723.110419,5800
1653,2723.110419,2100
1655,2723.110419,2100
1663,2723.110419,1100
1664,2723.110419,1600
1665,2723.110419,3800
1668,2723.110419,1400
1675,2723.110419,564
1676,2723.110419,1500
1678,2723.110419,494
1680,2723.110419,2400
1684,2723.110419,1600
1685,2723.110419,1400
1687,2723.110419,8700
1691,2723.110419,6000
1695,2723.110419,3300
1699,2723.110419,2800
1700,2723.110419,4200
1701,2723.110419,2300
1705,2723.110419,482
1706,2723.110419,857
1708,2723.110419,4600
1710,2723.110419,571
1719,2723.110419,1300
1720,2723.110419,1700
1725,2723.110419,1300
1733,2723.110419,1500
1737,2723.110419,1800
1742,2723.110419,1800
1748,2723.110419,1000
1750,2723.110419,1300
1755,2723.110419,8300
1756,2723.110419,1500
1759,2723.110419,1000
1761,2723.110419,1200
1765,2723.110419,1200
1767,2723.110419,2800
1769,2723.110419,2600
1771,2723.110419,18100
1778,2723.110419,3400
1780,2723.110419,1300
1781,2723.110419,1900
1787,2723.110419,3200
1790,2723.110419,8500
1793,2723.110419,348
1795,2723.110419,6500
1798,2723.110419,766
1799,2723.110419,797
1802,2723.110419,3900
1807,2723.110419,1400
1811,2723.110419,1400
1815,2723.110419,1300
1821,2723.110419,2900
1822,2723.110419,1100
1823,2723.110419,13900
1825,2723.110419,1600
1829,2723.110419,1000
1839,2723.110419,2000
1841,2723.110419,4400
1842,2723.110419,3400
1850,2723.110419,635
1851,2723.110419,1300
1853,2723.110419,1700
1860,2723.110419,366
1868,2723.110419,2300
1869,2723.110419,303
1874,2723.110419,1200
1875,2723.110419,827
1883,2723.110419,30400
1884,2723.110419,2200
1887,2723.110419,3900
1897,2723.110419,6600
1898,2723.110419,2100
1902,2723.110419,1600
1904,2723.110419,1600
1905,2723.110419,654
1906,2723.110419,1300
1908,2723.110419,1800
1912,2723.110419,2000
1915,2723.110419,430
1916,2723.110419,4500
1917,2723.110419,4600
1923,2723.110419,1100
1928,2723.110419,6600
1929,2723.110419,790
1930,2723.110419,1100
1931,2723.110419,1500
1941,2723.110419,2600
1947,2723.110419,2600
1953,2723.110419,1400
1959,2723.110419,1400
1963,2723.110419,7300
1965,2723.110419,1800
1967,2723.110419,4500
1969,2723.110419,1200
1970,2723.110419,5200
1971,2723.110419,1300
1979,2723.110419,1200
1981,2723.110419,2600
1983,2723.110419,1400
1984,2723.110419,1900
1985,2723.110419,1000
1988,2723.110419,6100
1991,2723.110419,2900
1992,2723.110419,1500
1999,2723.110419,902
2006,2723.110419,4200
2007,2723.110419,2900
2010,2723.110419,382
2013,2723.110419,2200
2022,2723.110419,2100
2023,2723.110419,9300
2024,2723.110419,1800
2027,2723.110419,1500
2028,2723.110419,1000
2032,2723.110419,1300
2037,2723.110419,27400
2038,2723.110419,2100
2045,2723.110419,1300
2049,2723.110419,737
2053,2723.110419,1000
2055,2723.110419,5800
2059,2723.110419,1200
2061,2723.110419,811
2064,2723.110419,791
2065,2723.110419,1100
2070,2723.110419,2100
2073,2723.110419,1000
2074,2723.110419,992
2086,2723.110419,1100
2087,2723.110419,419
2092,2723.110419,2700
2096,2723.110419,505
2100,2723.110419,1800
2107,2723.110419,16600
2113,2723.110419,696
2115,2723.110419,626
2116,2723.110419,1800
2117,2723.110419,596
2119,2723.110419,402
2120,2723.110419,1700
2124,2723.110419,426
2125,2723.110419,1100
2128,5677.88078,1700
2135,2723.110419,1700
2136,2723.110419,741
2137,2723.110419,626
2143,2723.110419,66900
2144,2723.110419,4300
2145,2723.110419,3800
2150,2723.110419,1600
2154,2723.110419,612
2155,2723.110419,9200
2156,2723.110419,4400
2160,2723.110419,1000
2161,2723.110419,1700
2164,2723.110419,67500
2166,2723.110419,526
2167,2723.110419,15600
2174,2723.110419,1200
2175,2723.110419,1700
2176,5677.88078,7400
2178,2723.110419,1400
2179,2723.110419,2900
2183,2723.110419,1200
2184,2723.110419,858
2189,2723.110419,3000
2192,5677.88078,10300
2197,2723.110419,1000
2200,2723.110419,736
2206,2723.110419,2200
2208,2723.110419,802
2212,2723.110419,1800
2218,2723.110419,989
2219,2723.110419,602
2226,2723.110419,742
2229,2723.110419,1400
2234,2723.110419,1200
2237,2723.110419,2100
2242,2723.110419,1500
2243,2723.110419,6500
2247,2723.110419,413
2250,2723.110419,7600
2255,2723.110419,3200
2260,2723.110419,1400
2261,2723.110419,1400
2271,2723.110419,774
2273,2723.110419,1000
2280,2723.110419,375
2282,2723.110419,972
2285,2723.110419,969
2287,2723.110419,16800
2288,2723.110419,1200
2295,2723.110419,438
2303,2723.110419,8600
2307,2723.110419,4000
2308,2723.110419,510
2317,5677.88078,1000
2322,2723.110419,19200
2325,2723.110419,4900
2327,2723.110419,1800
2330,2723.110419,4800
2333,2723.110419,1200
2338,2723.110419,4800
2343,2723.110419,634
2348,2723.110419,1100
2358,2723.110419,4300
2362,2723.110419,5500
2364,2723.110419,1500
2365,2723.110419,1200
2370,2723.110419,1700
2372,2723.110419,1600
2377,2723.110419,2200
2380,2723.110419,3200
2382,2723.110419,2400
2383,2723.110419,1300
2387,2723.110419,4600
2391,2723.110419,6400
2392,2723.110419,2400
2397,2723.110419,5800
2398,2723.110419,933
2399,2723.110419,4000
2404,2723.110419,3000
2405,2723.110419,2700
2407,2723.110419,2100
2408,2723.110419,917
2415,2723.110419,6400
2419,2723.110419,962
2420,2723.110419,1000
2423,2723.110419,3000
2424,2723.110419,1800
2430,2723.110419,1700
2431,2723.110419,887
2443,2723.110419,23700
2444,2723.110419,5700
2445,2723.110419,5800
2449,2723.110419,1600
2452,2723.110419,42700
2461,2723.110419,899
2463,2723.110419,1800
2472,2723.110419,1300
2473,2723.110419,568
2475,2723.110419,775
2481,2723.110419,2500
2491,2723.110419,1300
2494,2723.110419,1300
2496,2723.110419,1800
2497,2723.110419,1300
2498,2723.110419,1400
2499,2723.110419,1900
2504,2723.110419,680
2516,2723.110419,1200
2519,2723.110419,1100
2521,2723.110419,1900
2523,2723.110419,10100
2525,2723.110419,12500
2530,2723.110419,1600
2531,2723.110419,2500
2533,2723.110419,2200
2543,2723.110419,1500
2547,2723.110419,578
2548,2723.110419,1400
2552,2723.110419,2000
2553,5677.88078,2500
2558,2723.110419,5100
2561,2723.110419,2400
2565,2723.110419,639
2576,2723.110419,1400
2577,2723.110419,591
2578,2723.110419,3600
2579,2723.110419,997
2583,2723.110419,1400
2587,2723.110419,1300
2589,2723.110419,16200
2603,2723.110419,4700
2606,2723.110419,1700
2607,2723.110419,506
2612,2723.110419,3000
2619,2723.110419,1700
2620,2723.110419,2300
2621,2723.110419,555
2623,5677.88078,3700
2624,2723.110419,2200
2628,2723.110419,1200
2632,2723.110419,18000
2635,2723.110419,14400
2644,2723.110419,851
2649,2723.110419,1600
2650,2723.110419,916
2654,2723.110419,989
2657,2723.110419,840
2659,2723.110419,80400
2662,2723.110419,2200
2664,5677.88078,748
2669,2723.110419,2900
2670,2723.110419,1100
2671,2723.110419,1200
2672,2723.110419,511
2674,2723.110419,2000
2675,5677.88078,3000
2679,2723.110419,1900
2681,2723.110419,1200
2683,2723.110419,482
2686,2723.110419,612
2687,2723.110419,1200
2692,2723.110419,3400
2694,2723.110419,602
2695,2723.110419,3200
2697,2723.110419,532
2699,2723.110419,719
2703,2723.110419,2300
2712,2723.110419,4600
2713,2723.110419,825
2714,2723.110419,10600
2717,2723.110419,2200
2728,2723.110419,4700
2733,2723.110419,4900
2741,2723.110419,7200
2743,2723.110419,3100
2749,2723.110419,680
2758,2723.110419,3200
2764,2723.110419,1000
2769,2723.110419,1200
2770,2723.110419,3500
2772,2723.110419,982
2773,2723.110419,1800
2776,2723.110419,455
2778,2723.110419,2400
2783,2723.110419,3300
2786,2723.110419,5100
2787,2723.110419,2000
2791,2723.110419,1000
2794,2723.110419,1600
2796,2723.110419,1100
2797,2723.110419,2400
2798,2723.110419,1700
2805,2723.110419,2200
2810,2723.110419,2800
2817,2723.110419,429
2820,2723.110419,9100
2823,2723.110419,1400
2824,2723.110419,1300
2826,2723.110419,854
2827,2723.110419,1100
2835,2723.110419,13900
2836,2723.110419,711
2838,2723.110419,812
2845,2723.110419,6500
2849,2723.110419,410
2853,2723.110419,1200
2855,2723.110419,2000
2856,2723.110419,1700
2864,2723.110419,1600
2871,2723.110419,1500
2873,2723.110419,2000
2878,2723.110419,416
2882,2723.110419,1400
2883,2723.110419,753
2884,2723.110419,566
2895,2723.110419,731
2896,2723.110419,754
2898,2723.110419,8400
2899,2723.110419,3300
2903,2723.110419,2800
2907,2723.110419,1100
2916,2723.110419,4100
2918,2723.110419,451
2920,2723.110419,3200
2923,2723.110419,2100
2926,2723.110419,31300
2931,2723.110419,2000
2933,2723.110419,674
2940,2723.110419,13600
2942,2723.110419,736
2951,2723.110419,1400
2955,2723.110419,1900
2957,2723.110419,2600
2961,2723.110419,1700
2968,2723.110419,1800
2969,2723.110419,1300
2972,2723.110419,704
2975,2723.110419,1300
2979,2723.110419,948
2981,2723.110419,2200
2985,2723.110419,2000
2986,2723.110419,912
2992,2723.110419,1600
2995,2723.110419,1200
2997,2723.110419,2700
3000,2723.110419,937
3006,2723.110419,2400
3007,2723.110419,4000
3008,2723.110419,707
3009,2723.110419,1000
3011,2723.110419,654
3016,2723.110419,2100
3023,2723.110419,1100
3026,2723.110419,1400
3029,2723.110419,1700
3032,2723.110419,6100
3040,2723.110419,612
3042,2723.110419,947
3043,2723.110419,2400
3047,2723.110419,726
3049,2723.110419,3200
3052,2723.110419,630
3056,2723.110419,1400
3057,2723.110419,675
3058,2723.110419,1100
3062,2723.110419,1200
3063,2723.110419,1400
3064,2723.110419,698
3066,2723.110419,915
3071,2723.110419,4700
3073,2723.110419,3200
3075,2723.110419,1500
3080,2723.110419,1100
3086,2723.110419,719
3087,2723.110419,541
3094,5677.88078,1600
3096,2723.110419,5000
3098,2723.110419,2100
3103,2723.110419,3500
3105,2723.110419,522
3116,2723.110419,793
3118,2723.110419,8200
3120,2723.110419,2800
3124,2723.110419,4300
3126,2723.110419,676
3127,2723.110419,2200
3131,2723.110419,3100
3132,2723.110419,35100
3136,2723.110419,13300
3137,2723.110419,2300
3138,2723.110419,10700
3141,2723.110419,2800
3149,2723.110419,1300
3151,2723.110419,2400
3153,2723.110419,14500
3157,2723.110419,2500
3158,2723.110419,1300
3161,2723.110419,1600
3165,2723.110419,4100
3169,2723.110419,4200
3178,5677.88078,1300
3180,5677.88078,2700
3181,2723.110419,2100
3194,2723.110419,966
3195,2723.110419,456
3199,2723.110419,3200
3200,2723.110419,2300
3201,2723.110419,620
3203,2723.110419,2700
3207,2723.110419,1100
3208,2723.110419,2400
3215,2723.110419,1400
3216,5677.88078,2800
3217,2723.110419,27300
3224,2723.110419,902
3230,2723.110419,384
3232,2723.110419,1900
3237,2723.110419,1800
3239,2723.110419,962
3241,2723.110419,1200
3244,2723.110419,1000
3251,2723.110419,1500
3254,2723.110419,2500
3260,2723.110419,1400
3268,2723.110419,482
3271,2723.110419,2100
3276,2723.110419,1800
3281,5677.88078,3400
3284,2723.110419,1000
3291,2723.110419,2800
3292,5677.88078,741
3296,2723.110419,790
3297,2723.110419,2300
3300,2723.110419,1800
3301,2723.110419,994
3305,2723.110419,1900
3310,2723.110419,2000
3313,2723.110419,8500
3314,2723.110419,880
3316,2723.110419,1100
3318,2723.110419,11100
3323,2723.110419,10100
3326,2723.110419,873
3331,2723.110419,2200
3334,2723.110419,5700
3338,2723.110419,6900
3340,5677.88078,1100
3344,2723.110419,5800
3345,2723.110419,2900
3351,2723.110419,1500
3363,2723.110419,1200
3372,2723.110419,3100
3376,2723.110419,1600
3377,2723.110419,2900
3379,2723.110419,2200
3381,2723.110419,1900
3382,2723.110419,1200
3383,2723.110419,1000
3391,2723.110419,1700
3392,2723.110419,4000
3395,2723.110419,2400
3404,2723.110419,6400
3407,2723.110419,1400
3408,2723.110419,3100
3415,2723.110419,9400
3421,2723.110419,1300
3423,2723.110419,1400
3426,2723.110419,2500
3432,5677.88078,1900
3437,2723.110419,3200
3441,2723.110419,2100
3443,2723.110419,1400
3444,2723.110419,2400
3446,2723.110419,9600
3450,2723.110419,2600
3454,2723.110419,987
3455,2723.110419,3000
3456,5677.88078,5300
3457,2723.110419,1300
3459,2723.110419,1900
3461,2723.110419,2000
3462,2723.110419,3100
3465,2723.110419,2300
3466,2723.110419,2200
3472,2723.110419,997
3474,2723.110419,4400
3478,2723.110419,3400
3483,2723.110419,1600
3484,2723.110419,1400
3486,2723.110419,1100
3487,2723.110419,3400
3490,2723.110419,1800
3491,2723.110419,902
3492,2723.110419,3700
3497,2723.110419,976
3501,5677.88078,1100
3503,2723.110419,1400
3504,5677.88078,2900
3507,2723.110419,2500
3511,2723.110419,1100
3513,2723.110419,6500
3521,2723.110419,2000
3530,2723.110419,1600
3531,5677.88078,7400
3533,2723.110419,4300
3534,2723.110419,1300
3547,2723.110419,2100
3549,2723.110419,1400
3555,2723.110419,2700
3556,2723.110419,2100
3557,2723.110419,1200
3559,2723.110419,1600
3566,5677.88078,894
3573,5677.88078,2000
3574,2723.110419,5000
3577,2723.110419,3300
3578,2723.110419,9300
3579,2723.110419,1600
3585,2723.110419,3100
3589,2723.110419,2300
3593,2723.110419,1900
3602,2723.110419,1600
3612,5677.88078,1300
3613,2723.110419,2100
3616,2723.110419,2300
3620,2723.110419,1200
3621,2723.110419,3400
3626,2723.110419,8700
3629,2723.110419,9400
3636,2723.110419,1000
3639,2723.110419,1100
3643,2723.110419,720
3646,2723.110419,807
3648,5677.88078,5000
3649,2723.110419,10600
3651,2723.110419,2500
3653,5677.88078,2400
3655,2723.110419,1400
3658,2723.110419,800
3659,2723.110419,2900
3664,5677.88078,2900
3671,2723.110419,929
3676,2723.110419,4100
3678,2723.110419,983
3679,2723.110419,2400
3681,5677.88078,939
3683,2723.110419,829
3699,2723.110419,6000
3700,2723.110419,1200
3701,2723.110419,1300
3705,2723.110419,2200
3709,2723.110419,3500
3712,2723.110419,944
3715,2723.110419,6300
3717,2723.110419,4400
3723,2723.110419,2900
3724,2723.110419,2200
3730,2723.110419,1200
3739,2723.110419,4100
3743,2723.110419,2000
3745,2723.110419,1300
3747,2723.110419,792
3749,2723.110419,1900
3755,2723.110419,3100
3756,2723.110419,1400
3759,2723.110419,720
3761,5677.88078,23600
3765,2723.110419,1600
3770,2723.110419,1000
3778,2723.110419,11500
3785,2723.110419,956
3788,5677.88078,833
3789,2723.110419,6900
3791,2723.110419,836
3797,5677.88078,1900
3801,5677.88078,1600
3802,2723.110419,8000
3805,2723.110419,895
3806,5677.88078,5200
3811,2723.110419,1600
3813,2723.110419,1600
3818,2723.110419,1000
3822,2723.110419,2800
3826,2723.110419,7100
3828,5677.88078,1800
3832,2723.110419,2800
3833,2723.110419,1200
3844,2723.110419,911
3846,2723.110419,1700
3847,2723.110419,7300
3851,2723.110419,3700
3855,2723.110419,2200
3858,2723.110419,2400
3860,2723.110419,2700
3862,2723.110419,4200
3863,2723.110419,941
3873,2723.110419,843
3877,2723.110419,901
3879,5677.88078,1500
3882,2723.110419,985
3884,2723.110419,1100
3889,2723.110419,1400
3890,2723.110419,2600
3891,2723.110419,2000
3893,2723.110419,6300
3896,2723.110419,990
3897,5677.88078,2500
3900,2723.110419,1500
3903,2723.110419,1300
3907,5677.88078,1500
3914,2723.110419,2000
3917,2723.110419,3500
3930,2723.110419,1800
3932,2723.110419,7600
3933,5677.88078,2100
3934,2723.110419,1800
3935,2723.110419,4500
3937,2723.110419,1300
3942,5677.88078,4200
3944,2723.110419,3300
3946,5677.88078,5000
3949,2723.110419,22300
3955,2723.110419,943
3961,5677.88078,7700
3964,2723.110419,1100
3965,2723.110419,1800
3968,2723.110419,3400
3971,2723.110419,889
3974,2723.110419,922
3975,2723.110419,7300
3980,2723.110419,5700
3986,2723.110419,774
3988,2723.110419,650
3989,5677.88078,1700
3993,2723.110419,1200
3994,2723.110419,1300
3995,2723.110419,1400
3997,2723.110419,892
3998,2723.110419,1400
4002,2723.110419,1200
4003,2723.110419,4200
4009,2723.110419,2200
4011,5677.88078,7900
4030,2723.110419,2100
4036,2723.110419,1100
4037,2723.110419,2300
4039,2723.110419,1900
4050,2723.110419,5200
4061,5677.88078,4500
4063,2723.110419,1100
4064,2723.110419,1000
4070,5677.88078,1100
4071,2723.110419,1700
4075,2723.110419,1500
4088,2723.110419,3800
4089,5677.88078,3000
4093,2723.110419,18300
4099,5677.88078,2000
4103,2723.110419,1400
4122,2723.110419,1900
4126,2723.110419,1100
4129,5677.88078,3500
4137,2723.110419,965
4138,2723.110419,11000
4140,2723.110419,2100
4143,2723.110419,667
4147,2723.110419,3600
4150,2723.110419,6200
4159,5677.88078,2300
4163,2723.110419,4700
4171,5677.88078,1200
4172,2723.110419,954
4179,2723.110419,574
4180,2723.110419,1200
4181,2723.110419,1200
4183,2723.110419,1500
4185,2723.110419,2900
4188,2723.110419,1500
4189,2723.110419,1600
4197,2723.110419,1200
4200,2723.110419,1100
4203,2723.110419,2300
4207,2723.110419,2300
4208,2723.110419,1400
4210,2723.110419,2000
4214,5677.88078,1400
4220,5677.88078,1200
4224,2723.110419,12100
4225,2723.110419,3200
4228,2723.110419,6200
4229,2723.110419,1300
4238,2723.110419,4500
4245,2723.110419,1200
4247,2723.110419,1400
4254,2723.110419,991
4255,5677.88078,1900
4260,2723.110419,1500
4265,5677.88078,2700
4267,2723.110419,3700
4268,2723.110419,2400
4271,2723.110419,2200
4273,2723.110419,6900
4275,5677.88078,3400
4280,2723.110419,2200
4281,2723.110419,1000
4289,5677.88078,3600
4294,5677.88078,2000
4296,2723.110419,4700
4305,2723.110419,5500
4306,5677.88078,2800
4318,5677.88078,16300
4323,2723.110419,984
4330,2723.110419,1200
4335,2723.110419,838
4339,2723.110419,2000
