"test.url_id","test.shares","birthwtPred"
2355,469,2763.01784475692
2359,2000,2763.01784475692
2373,4600,2763.01784475692
2374,3300,2763.01784475692
2378,1500,2763.01784475692
2386,5500,2763.01784475692
2389,4000,2763.01784475692
2390,4300,2763.01784475692
2400,2000,2763.01784475692
2406,19800,2763.01784475692
2409,40400,2763.01784475692
2411,1200,2763.01784475692
2418,1200,2763.01784475692
2436,1700,5628.08823529412
2441,2000,2763.01784475692
2453,12300,2763.01784475692
2454,1400,2763.01784475692
2459,783,2763.01784475692
2466,3100,2763.01784475692
2480,1700,2763.01784475692
2483,1600,2763.01784475692
2484,1100,2763.01784475692
2493,656,8064.97961783439
2502,856,2763.01784475692
2503,1600,2763.01784475692
2505,1900,2763.01784475692
2509,473,2763.01784475692
2512,3500,2763.01784475692
2518,896,2763.01784475692
2522,670,5628.08823529412
2528,872,5628.08823529412
2529,858,2763.01784475692
2532,12000,2763.01784475692
2538,2700,2763.01784475692
2541,1600,2763.01784475692
2542,4200,5628.08823529412
2566,1700,2763.01784475692
2568,451,2763.01784475692
2572,939,2763.01784475692
2593,2400,2763.01784475692
2596,1600,2763.01784475692
2600,1500,2763.01784475692
2602,3600,2763.01784475692
2608,589,5628.08823529412
2622,1100,2763.01784475692
2625,4900,2763.01784475692
2630,1500,5628.08823529412
2636,834,2763.01784475692
2639,493,2763.01784475692
2640,1300,2763.01784475692
2643,527,2763.01784475692
2652,678,2763.01784475692
2661,1800,2763.01784475692
2673,3100,8064.97961783439
2676,537,2763.01784475692
2684,1000,2763.01784475692
2690,2300,2763.01784475692
2696,3600,2763.01784475692
2702,739,2763.01784475692
2715,2000,2763.01784475692
2724,4300,2763.01784475692
2742,1700,2763.01784475692
2744,2200,2763.01784475692
2748,28200,2763.01784475692
2752,1100,2763.01784475692
2753,1500,2763.01784475692
2755,5400,2763.01784475692
2756,3200,2763.01784475692
2762,4200,2763.01784475692
2763,4700,2763.01784475692
2765,1800,2763.01784475692
2767,888,2763.01784475692
2768,1100,2763.01784475692
2771,1100,2763.01784475692
2781,1100,2763.01784475692
2782,979,2763.01784475692
2801,728,2763.01784475692
2803,2200,2763.01784475692
2809,1400,2763.01784475692
2821,3900,5628.08823529412
2825,952,2763.01784475692
2832,1900,2763.01784475692
2833,1900,2763.01784475692
2840,392,5628.08823529412
2843,1100,2763.01784475692
2846,1600,2763.01784475692
2851,2100,2763.01784475692
2854,735,2763.01784475692
2859,4200,2763.01784475692
2867,2500,2763.01784475692
2877,1400,2763.01784475692
2888,2100,2763.01784475692
2890,1300,2763.01784475692
2893,2500,2763.01784475692
2901,1000,2763.01784475692
2912,1400,2763.01784475692
2914,1800,2763.01784475692
2917,27900,2763.01784475692
2919,1200,2763.01784475692
2921,1700,2763.01784475692
2922,8100,2763.01784475692
2927,911,2763.01784475692
2929,1100,2763.01784475692
2934,9200,2763.01784475692
2938,3800,2763.01784475692
2948,5000,2763.01784475692
2949,1400,2763.01784475692
2950,708,2763.01784475692
2953,1700,5628.08823529412
2956,4300,2763.01784475692
2958,1300,2763.01784475692
2960,1100,2763.01784475692
2963,2300,2763.01784475692
2982,493,2763.01784475692
2983,1000,2763.01784475692
2984,626,2763.01784475692
2988,1300,2763.01784475692
2999,2000,2763.01784475692
3017,890,2763.01784475692
3020,977,2763.01784475692
3021,1700,5628.08823529412
3025,6100,2763.01784475692
3038,906,2763.01784475692
3039,629,2763.01784475692
3041,10200,2763.01784475692
3045,20800,2763.01784475692
3055,3400,2763.01784475692
3060,1600,2763.01784475692
3065,488,2763.01784475692
3069,1100,2763.01784475692
3072,3400,2763.01784475692
3077,926,2763.01784475692
3083,13000,2763.01784475692
3091,2400,2763.01784475692
3093,838,2763.01784475692
3100,1200,2763.01784475692
3110,1200,2763.01784475692
3117,2500,2763.01784475692
3121,1400,2763.01784475692
3128,3600,2763.01784475692
3130,2600,2763.01784475692
3134,5100,2763.01784475692
3143,1500,2763.01784475692
3154,1400,2763.01784475692
3162,1200,2763.01784475692
3168,2900,5628.08823529412
3172,858,2763.01784475692
3173,672,2763.01784475692
3174,1600,2763.01784475692
3176,770,2763.01784475692
3177,1400,2763.01784475692
3182,1700,2763.01784475692
3183,1100,2763.01784475692
3185,1700,2763.01784475692
3186,2100,2763.01784475692
3188,2800,2763.01784475692
3190,14200,5628.08823529412
3196,7100,2763.01784475692
3197,1800,2763.01784475692
3205,1600,2763.01784475692
3210,2500,5628.08823529412
3211,798,5628.08823529412
3214,9600,2763.01784475692
3222,856,2763.01784475692
3223,597,2763.01784475692
3227,11100,5628.08823529412
3234,1500,2763.01784475692
3236,751,2763.01784475692
3242,783,2763.01784475692
3248,2200,2763.01784475692
3249,2000,2763.01784475692
3252,5200,2763.01784475692
3253,7200,8064.97961783439
3262,9500,2763.01784475692
3265,4500,2763.01784475692
3273,581,2763.01784475692
3275,26400,8064.97961783439
3279,1900,2763.01784475692
3280,1900,2763.01784475692
3283,720,2763.01784475692
3287,1700,2763.01784475692
3293,634,2763.01784475692
3312,1100,2763.01784475692
3315,1500,2763.01784475692
3319,1000,2763.01784475692
3321,4100,2763.01784475692
3324,860,8064.97961783439
3330,837,2763.01784475692
3335,1200,2763.01784475692
3341,1400,2763.01784475692
3343,1900,2763.01784475692
3348,13300,5628.08823529412
3357,3100,2763.01784475692
3365,1500,2763.01784475692
3369,840,2763.01784475692
3380,731,2763.01784475692
3384,35800,2763.01784475692
3386,1000,2763.01784475692
3387,956,2763.01784475692
3388,1500,2763.01784475692
3390,2900,5628.08823529412
3394,3500,5628.08823529412
3400,2500,2763.01784475692
3403,1400,2763.01784475692
3422,1300,2763.01784475692
3433,1200,2763.01784475692
3434,2300,2763.01784475692
3442,1300,2763.01784475692
3448,1700,2763.01784475692
3449,1000,2763.01784475692
3451,1000,2763.01784475692
3453,1200,2763.01784475692
3471,2900,2763.01784475692
3475,1200,2763.01784475692
3477,2500,8064.97961783439
3480,13000,2763.01784475692
3488,889,2763.01784475692
3493,3500,2763.01784475692
3499,4500,2763.01784475692
3505,780,2763.01784475692
3506,2300,2763.01784475692
3515,2300,2763.01784475692
3520,1900,2763.01784475692
3525,1800,2763.01784475692
3527,15000,2763.01784475692
3532,3600,2763.01784475692
3537,4000,2763.01784475692
3540,2000,2763.01784475692
3544,1200,5628.08823529412
3546,1500,2763.01784475692
3553,4000,2763.01784475692
3560,3500,2763.01784475692
3569,4300,2763.01784475692
3570,16900,2763.01784475692
3571,1000,2763.01784475692
3580,2100,5628.08823529412
3591,1600,5628.08823529412
3592,1100,2763.01784475692
3603,1200,2763.01784475692
3604,4200,2763.01784475692
3605,18400,5628.08823529412
3609,2500,2763.01784475692
3610,1000,5628.08823529412
3614,802,8064.97961783439
3615,638,8064.97961783439
3622,2200,2763.01784475692
3624,1300,2763.01784475692
3625,1800,2763.01784475692
3627,1300,2763.01784475692
3628,1400,2763.01784475692
3633,2500,2763.01784475692
3635,838,2763.01784475692
3637,597,2763.01784475692
3640,922,2763.01784475692
3652,906,2763.01784475692
3657,816,2763.01784475692
3666,1300,2763.01784475692
3667,6100,2763.01784475692
3669,9700,2763.01784475692
3675,6200,2763.01784475692
3684,1300,2763.01784475692
3689,1500,2763.01784475692
3691,1200,2763.01784475692
3693,7500,5628.08823529412
3695,2900,2763.01784475692
3698,5100,5628.08823529412
3703,1200,2763.01784475692
3708,21500,2763.01784475692
3716,2000,5628.08823529412
3726,907,2763.01784475692
3727,3100,2763.01784475692
3728,1700,2763.01784475692
3729,1300,2763.01784475692
3737,4900,2763.01784475692
3738,1300,2763.01784475692
3744,7400,2763.01784475692
3746,862,2763.01784475692
3748,1800,2763.01784475692
3752,3800,2763.01784475692
3760,960,2763.01784475692
3763,3200,2763.01784475692
3764,3100,2763.01784475692
3766,923,2763.01784475692
3767,1700,2763.01784475692
3776,765,2763.01784475692
3777,635,2763.01784475692
3779,11700,2763.01784475692
3782,17200,2763.01784475692
3790,1200,2763.01784475692
3795,5600,2763.01784475692
3800,3300,5628.08823529412
3807,3400,2763.01784475692
3810,20700,2763.01784475692
3816,951,2763.01784475692
3819,4100,2763.01784475692
3823,830,2763.01784475692
3824,9700,5628.08823529412
3827,1700,2763.01784475692
3830,2100,2763.01784475692
3834,1200,2763.01784475692
3835,1800,2763.01784475692
3836,862,2763.01784475692
3850,1400,2763.01784475692
3852,1200,5628.08823529412
3853,2200,2763.01784475692
3859,7600,2763.01784475692
3866,1300,2763.01784475692
3869,5000,2763.01784475692
3871,2500,5628.08823529412
3875,12200,5628.08823529412
3876,3700,2763.01784475692
3892,1100,2763.01784475692
3899,1400,2763.01784475692
3902,1200,8064.97961783439
3905,10600,2763.01784475692
3918,2600,2763.01784475692
3921,22300,2763.01784475692
3922,5200,8064.97961783439
3950,3500,2763.01784475692
3953,2900,5628.08823529412
3959,1300,2763.01784475692
3960,1500,2763.01784475692
3963,1500,2763.01784475692
3967,1000,2763.01784475692
3972,1300,2763.01784475692
3973,1100,2763.01784475692
3979,3700,2763.01784475692
3985,701,2763.01784475692
3990,1700,2763.01784475692
3991,1700,2763.01784475692
4004,2300,2763.01784475692
4005,4200,2763.01784475692
4007,859,2763.01784475692
4010,4300,2763.01784475692
4012,689,2763.01784475692
4016,1100,2763.01784475692
4019,1500,2763.01784475692
4021,5400,2763.01784475692
4024,6400,2763.01784475692
4027,1100,2763.01784475692
4034,1200,2763.01784475692
4035,1200,2763.01784475692
4038,2200,2763.01784475692
4041,2000,2763.01784475692
4044,2400,2763.01784475692
4048,1000,2763.01784475692
4053,1300,2763.01784475692
4055,2700,2763.01784475692
4062,8800,2763.01784475692
4068,1500,2763.01784475692
4073,2900,2763.01784475692
4082,1300,2763.01784475692
4084,1900,2763.01784475692
4090,1800,2763.01784475692
4096,20200,2763.01784475692
4100,2900,2763.01784475692
4101,1000,2763.01784475692
4102,2500,5628.08823529412
4108,1300,2763.01784475692
4109,824,2763.01784475692
4118,10600,2763.01784475692
4121,1200,2763.01784475692
4125,3400,2763.01784475692
4128,1600,2763.01784475692
4133,5100,2763.01784475692
4135,3400,2763.01784475692
4139,2100,2763.01784475692
4144,1800,2763.01784475692
4145,2700,2763.01784475692
4146,1500,2763.01784475692
4151,690,2763.01784475692
4157,1600,5628.08823529412
4161,985,2763.01784475692
4162,701,2763.01784475692
4164,36200,2763.01784475692
4165,21400,2763.01784475692
4166,1200,2763.01784475692
4169,2300,2763.01784475692
4175,867,2763.01784475692
4178,526,2763.01784475692
4184,2600,2763.01784475692
4187,3200,8064.97961783439
4190,3100,2763.01784475692
4194,1000,2763.01784475692
4196,1900,5628.08823529412
4199,2500,2763.01784475692
4206,22100,5628.08823529412
4215,32200,2763.01784475692
4216,2900,2763.01784475692
4217,4600,2763.01784475692
4221,940,2763.01784475692
4223,1200,2763.01784475692
4226,7400,2763.01784475692
4231,2700,2763.01784475692
4235,1200,2763.01784475692
4239,1400,2763.01784475692
4243,1000,5628.08823529412
4261,2000,2763.01784475692
4262,3300,2763.01784475692
4263,8600,5628.08823529412
4266,8600,2763.01784475692
4270,1800,8064.97961783439
4276,3300,8064.97961783439
4287,4500,5628.08823529412
4292,2200,2763.01784475692
4300,1500,2763.01784475692
4302,1400,2763.01784475692
4307,1100,2763.01784475692
4310,1400,2763.01784475692
4316,1300,2763.01784475692
4319,1600,5628.08823529412
4321,3200,2763.01784475692
4325,947,2763.01784475692
4327,2900,5628.08823529412
4328,16600,2763.01784475692
4329,992,2763.01784475692
4336,7400,2763.01784475692
4338,3500,2763.01784475692
4345,5900,2763.01784475692
4350,1600,2763.01784475692
4355,2300,2763.01784475692
4357,3200,2763.01784475692
4359,6900,2763.01784475692
4362,1300,2763.01784475692
4367,1800,2763.01784475692
4369,49000,2763.01784475692
4375,2400,2763.01784475692
4377,4400,2763.01784475692
4380,1900,2763.01784475692
4396,1800,2763.01784475692
4405,964,8064.97961783439
4407,2200,2763.01784475692
4408,4900,2763.01784475692
4410,2500,2763.01784475692
4434,986,2763.01784475692
4439,1700,8064.97961783439
4444,1500,2763.01784475692
4446,1000,2763.01784475692
4455,1500,2763.01784475692
4462,753,2763.01784475692
4468,1100,2763.01784475692
4469,1800,2763.01784475692
4480,14900,2763.01784475692
4482,1100,2763.01784475692
4485,3300,2763.01784475692
4492,1500,2763.01784475692
4498,4800,2763.01784475692
4501,728,2763.01784475692
4508,1500,2763.01784475692
4512,1200,2763.01784475692
4516,16100,8064.97961783439
4531,2400,2763.01784475692
4535,808,5628.08823529412
4539,1300,2763.01784475692
4542,1500,5628.08823529412
4545,825,2763.01784475692
4556,2800,2763.01784475692
4559,2700,2763.01784475692
4561,2000,2763.01784475692
4563,1900,2763.01784475692
4564,852,2763.01784475692
4568,2200,5628.08823529412
4571,1100,2763.01784475692
4579,1100,2763.01784475692
4580,868,2763.01784475692
4584,1200,2763.01784475692
4592,918,2763.01784475692
4599,6800,2763.01784475692
4607,3200,2763.01784475692
4610,10700,5628.08823529412
4612,2100,5628.08823529412
4621,4600,2763.01784475692
4629,1200,2763.01784475692
4631,5200,8064.97961783439
4632,1400,2763.01784475692
4634,10700,2763.01784475692
4635,1900,8064.97961783439
4638,1700,2763.01784475692
4648,1100,2763.01784475692
4650,1300,2763.01784475692
4653,9700,5628.08823529412
4656,1300,5628.08823529412
4665,3500,5628.08823529412
4672,2600,2763.01784475692
4685,955,2763.01784475692
4688,1700,2763.01784475692
4700,1200,2763.01784475692
4701,1500,2763.01784475692
4702,4300,2763.01784475692
4708,1200,2763.01784475692
4711,2300,2763.01784475692
4716,1400,2763.01784475692
4723,1100,2763.01784475692
4725,998,2763.01784475692
4726,7400,2763.01784475692
4734,909,2763.01784475692
4737,31400,2763.01784475692
4741,1600,2763.01784475692
4748,1400,2763.01784475692
4752,11400,5628.08823529412
4758,3000,5628.08823529412
4759,781,2763.01784475692
4762,1100,5628.08823529412
4767,1100,5628.08823529412
4771,4200,2763.01784475692
4773,1100,2763.01784475692
4774,760,2763.01784475692
4776,5200,2763.01784475692
4783,1300,2763.01784475692
4790,8000,5628.08823529412
4793,2900,2763.01784475692
4798,1300,2763.01784475692
4800,1000,2763.01784475692
